segment,customers,avg_tenure,avg_monthly_charges,avg_churn_probability,estimated_monthly_revenue_at_risk,segment_name
1,1901,13.806417674907943,83.61144134665966,0.6014520605641149,95598.00827458446,"New, High-Spend, High-Risk"
2,2013,57.34426229508197,91.74607550919026,0.13378875270502721,24708.755725015046,"Mature, High-Spend, Low-Risk"
3,1893,11.25039619651347,37.39149498151083,0.2228608636879808,15774.559939649027,"New, Low-Spend, High-Risk"
0,1236,52.599514563106794,33.7413430420712,0.03056908574764215,1274.8623227453925,"Mature, Low-Spend, Low-Risk"
